Fecha,Numero,Loteria
2017-11-19,862,Chontico noche
2017-11-19,459,Paisita 3
2017-11-20,91,Cash día
2017-11-20,543,Play día
2017-11-20,678,Play noche
2017-11-20,311,Chontico noche
2017-11-21,277,Pijao
2017-11-21,8,Paisita 1
2017-11-21,728,Dorado tarde
2017-11-22,688,Play día
2017-11-22,499,Astro luna
2017-11-23,337,Cash noche
2017-11-23,62,Cafetero noche
2017-11-23,368,Manizales
2017-11-23,501,Dorado tarde
2017-11-23,302,Paisita 2
2017-11-25,904,Ant 1
2017-11-25,354,Dorado día
2017-11-27,415,Play noche
2017-11-27,335,Ant 2
2017-11-27,50,Chontico noche
2017-11-27,562,Tolima
2017-11-27,311,Chontico día
2017-11-27,944,Paisita 2
2017-11-28,302,Cash noche
2017-11-28,557,Play día
2017-11-28,517,Astro sol
2017-11-28,728,Cafetero noche
2017-11-28,562,Chontico noche
2017-11-28,945,Chontico día
2017-11-29,884,Ant 1
2017-11-29,590,Chontico noche
2017-11-29,862,Valle
2017-11-29,872,Meta
2017-11-29,287,Paisita 1
2017-11-29,385,Paisita 2
2017-11-30,0,Ant 2
2017-11-30,777,Astro sol
2017-11-30,277,Manizales
2017-12-01,317,Cash día
2017-12-01,788,Cash noche
2017-12-01,879,Play día
2017-12-01,222,Play noche
2017-12-02,809,Cafetero noche
2017-12-02,54,Cauca
2017-12-02,809,Santander
2017-12-03,668,Cash noche
2017-12-03,385,Dorado noche
2017-12-03,517,Paisita 1
2017-12-04,878,Play día
2017-12-04,516,Paisita 2
2017-12-04,516,Dorado tarde
2017-12-05,61,Cafetero noche
2017-12-05,910,Dorado día
2017-12-05,732,Cundinamarca
2017-12-05,666,Paisita 1
2017-12-06,710,Cash día
2017-12-06,813,Astro luna
2017-12-06,905,Cafetero noche
2017-12-06,222,Valle
2017-12-06,517,Paisita 1
2017-12-06,363,Paisita 2
2017-12-07,549,Cash noche
2017-12-07,808,Astro sol
2017-12-07,807,Dorado día
2017-12-07,929,Risaralda
2017-12-08,499,Cash día
2017-12-08,862,Cash noche
2017-12-08,622,Ant 1
2017-12-08,803,Pijao
2017-12-09,516,Play noche
2017-12-09,722,Dorado noche
2017-12-09,323,Dorado tarde
2017-12-10,177,Cash día
2017-12-10,354,Chontico noche
2017-12-11,400,Cash noche
2017-12-11,758,Ant 1
2017-12-11,354,Astro sol
2017-12-12,578,Cash día
2017-12-12,321,Ant 2
2017-12-12,888,Astro sol
2017-12-13,559,Ant 1
2017-12-13,444,Dorado tarde
2017-12-14,399,Play día
2017-12-14,273,Astro luna
2017-12-14,83,Paisita 1
2017-12-14,904,Dorado tarde
2017-12-14,886,Paisita 2
2017-12-15,287,Cash noche
2017-12-15,0,Play día
2017-12-15,505,Ant 2
2017-12-15,289,Cafetero noche
2017-12-15,334,Medellín
2017-12-15,111,Paisita 1
2017-12-16,650,Play día
2017-12-16,23,Ant 1
2017-12-16,516,Astro sol
2017-12-16,423,Astro luna
2017-12-16,788,Cafetero noche
2017-12-16,222,Pijao
2017-12-16,471,Boyacá
2017-12-16,311,Risaralda
2017-12-17,758,Ant 1
2017-12-18,582,Ant 2
2017-12-18,333,Astro sol
2017-12-18,818,Cafetero noche
2017-12-18,889,Paisita 1
2017-12-19,450,Astro luna
2017-12-19,111,Cafetero noche
2017-12-19,901,Chontico día
2017-12-19,882,Paisita 2
2017-12-20,111,Cash noche
2017-12-20,94,Play noche
2017-12-20,351,Ant 2
2017-12-20,904,Dorado día
2017-12-20,233,Meta
2017-12-20,351,Huila
2017-12-20,88,Chontico día
2017-12-21,299,Astro luna
2017-12-21,710,Pijao
2017-12-21,622,Manizales
2017-12-21,978,Paisita 2
2017-12-22,450,Ant 2
2017-12-22,688,Astro luna
2017-12-22,269,Medellín
2017-12-22,650,Chontico día
2017-12-23,857,Cash noche
2017-12-23,901,Play noche
2017-12-23,830,Ant 2
2017-12-23,559,Cafetero noche
2017-12-23,437,Chontico día
2017-12-24,904,Ant 2
2017-12-24,269,Dorado noche
2017-12-25,213,Cash noche
2017-12-25,880,Ant 2
2017-12-25,54,Paisita 2
2017-12-26,404,Cash día
2017-12-26,777,Play día
2017-12-26,490,Astro sol
2017-12-26,905,Paisita 2
2017-12-27,944,Cash noche
2017-12-27,100,Dorado día
2017-12-27,830,Pijao
2017-12-27,590,Meta
2017-12-27,296,Chontico día
2017-12-27,543,Dorado tarde
2017-12-28,978,Cash noche
2017-12-28,203,Pijao
2017-12-29,543,Cash día
2017-12-29,352,Astro sol
2017-12-29,400,Paisita 2
2017-12-30,27,Play día
2017-12-30,539,Ant 2
2017-12-30,377,Cafetero noche
2017-12-30,714,Chontico noche
2017-12-30,55,Santander
2017-12-30,880,Dorado tarde
2017-12-31,472,Ant 2
2017-12-31,546,Astro luna
2017-12-31,213,Paisita 2
2017-12-31,17,Chontico día
2018-01-01,853,Cash día
2018-01-01,543,Play día
2018-01-02,882,Chontico noche
2018-01-02,327,Chontico día
2018-01-03,610,Play día
2018-01-03,807,Play noche
2018-01-03,339,Astro sol
2018-01-03,352,Paisita 2
2018-01-03,853,Dorado tarde
2018-01-04,368,Astro sol
2018-01-04,71,Dorado día
2018-01-04,358,Bogotá
2018-01-05,555,Ant 1
2018-01-05,339,Astro sol
2018-01-05,444,Pijao
2018-01-07,37,Ant 1
2018-01-07,17,Ant 2
2018-01-07,904,Chontico noche
2018-01-08,444,Cash noche
2018-01-08,876,Ant 1
2018-01-08,714,Ant 2
2018-01-08,926,Chontico noche
2018-01-08,615,Paisita 2
2018-01-09,490,Cash noche
2018-01-09,88,Astro sol
2018-01-09,385,Chontico noche
2018-01-09,822,Paisita 2
2018-01-09,905,Cundinamarca
2018-01-09,123,Dorado tarde
2018-01-10,4,Cash noche
2018-01-10,335,Play noche
2018-01-10,385,Ant 2
2018-01-10,335,Astro sol
2018-01-10,549,Chontico noche
2018-01-11,23,Dorado día
2018-01-11,678,Pijao
2018-01-11,777,Manizales
2018-01-11,0,Paisita 1
2018-01-12,105,Ant 1
2018-01-12,710,Dorado día
2018-01-13,471,Ant 1
2018-01-13,278,Astro luna
2018-01-13,83,Cafetero noche
2018-01-13,668,Boyacá
2018-01-14,404,Cash noche
2018-01-14,372,Play noche
2018-01-14,625,Ant 2
2018-01-14,474,Chontico noche
2018-01-14,622,Pijao
2018-01-15,98,Cash día
2018-01-15,302,Paisita 1
2018-01-16,655,Cash día
2018-01-16,450,Dorado día
2018-01-16,549,Dorado tarde
2018-01-17,123,Play día
2018-01-17,785,Play noche
2018-01-17,701,Ant 1
2018-01-17,177,Astro sol
2018-01-17,722,Pijao
2018-01-17,886,Dorado tarde
2018-01-18,333,Play día
2018-01-18,405,Ant 2
2018-01-18,777,Astro sol
2018-01-18,450,Astro luna
2018-01-18,177,Dorado día
2018-01-18,177,Dorado tarde
2018-01-19,363,Astro luna
2018-01-19,582,Paisita 2
2018-01-19,543,Dorado tarde
2018-01-20,91,Ant 1
2018-01-20,111,Ant 2
2018-01-20,472,Astro sol
2018-01-20,954,Dorado noche
2018-01-20,471,Pijao
2018-01-20,499,Boyacá
2018-01-20,83,Risaralda
2018-01-20,988,Santander
2018-01-21,960,Play día
2018-01-21,222,Paisita 2
2018-01-21,222,Pijao
2018-01-22,321,Chontico noche
2018-01-22,857,Pijao
2018-01-23,465,Cash noche
2018-01-23,331,Play día
2018-01-23,572,Play noche
2018-01-23,886,Ant 1
2018-01-23,27,Astro sol
2018-01-23,449,Paisita 1
2018-01-23,299,Dorado tarde
2018-01-24,84,Ant 2
2018-01-24,803,Chontico día
2018-01-25,788,Cafetero noche
2018-01-25,222,Chontico noche
2018-01-25,404,Chontico día
2018-01-25,857,Paisita 1
2018-01-26,50,Play día
2018-01-26,526,Ant 2
2018-01-26,501,Quindio
2018-01-27,526,Play noche
2018-01-27,45,Paisita 2
2018-01-27,882,Santander
2018-01-27,287,Chontico día
2018-01-28,339,Ant 2
2018-01-28,803,Chontico noche
2018-01-29,578,Astro sol
2018-01-29,927,Astro luna
2018-01-30,553,Cash día
2018-01-30,853,Dorado tarde
2018-01-31,857,Play día
2018-01-31,650,Play noche
2018-01-31,459,Ant 1
2018-01-31,818,Paisita 2
2018-01-31,809,Meta
2018-02-01,539,Ant 2
2018-02-01,827,Dorado día
2018-02-01,876,Paisita 2
2018-02-01,269,Pijao
2018-02-01,978,Chontico día
2018-02-02,533,Play noche
2018-02-02,100,Cafetero noche
2018-02-02,444,Medellín
2018-02-02,562,Paisita 1
2018-02-03,526,Cash día
2018-02-03,100,Astro luna
2018-02-03,882,Dorado noche
2018-02-04,299,Chontico noche
2018-02-05,311,Cash día
2018-02-05,302,Cash noche
2018-02-05,324,Ant 2
2018-02-05,354,Astro luna
2018-02-05,230,Cafetero noche
2018-02-05,61,Chontico noche
2018-02-05,433,Dorado día
2018-02-05,777,Paisita 2
2018-02-05,111,Pijao
2018-02-06,988,Cash día
2018-02-06,962,Ant 2
2018-02-06,622,Pijao
2018-02-07,803,Cash día
2018-02-07,755,Cafetero noche
2018-02-07,265,Pijao
2018-02-07,287,Valle
2018-02-07,516,Meta
2018-02-08,904,Chontico noche
2018-02-09,15,Ant 2
2018-02-09,500,Astro luna
2018-02-09,363,Chontico noche
2018-02-09,872,Dorado tarde
2018-02-10,666,Cash noche
2018-02-10,358,Cafetero noche
2018-02-10,433,Paisita 2
2018-02-10,459,Risaralda
2018-02-11,444,Paisita 2
2018-02-11,666,Pijao
2018-02-11,88,Paisita 3
2018-02-12,732,Ant 1
2018-02-12,472,Ant 2
2018-02-12,456,Astro sol
2018-02-12,498,Chontico noche
2018-02-13,553,Play día
2018-02-13,363,Chontico noche
2018-02-13,688,Paisita 2
2018-02-13,83,Chontico día
2018-02-14,599,Play día
2018-02-14,77,Astro sol
2018-02-14,857,Chontico noche
2018-02-14,233,Dorado día
2018-02-14,809,Valle
2018-02-15,37,Play día
2018-02-15,574,Astro sol
2018-02-15,327,Cafetero noche
2018-02-15,91,Manizales
2018-02-15,358,Chontico día
2018-02-15,866,Dorado tarde
2018-02-16,335,Cash noche
2018-02-16,880,Astro luna
2018-02-16,91,Chontico noche
2018-02-16,954,Medellín
2018-02-17,160,Play noche
2018-02-17,501,Ant 1
2018-02-17,650,Astro luna
2018-02-17,808,Cafetero noche
2018-02-17,517,Dorado día
2018-02-17,822,Risaralda
2018-02-17,299,Dorado tarde
2018-02-18,409,Cash noche
2018-02-18,876,Play día
2018-02-18,302,Ant 2
2018-02-18,56,Cafetero noche
2018-02-18,944,Dorado noche
2018-02-19,278,Cash día
2018-02-19,363,Play noche
2018-02-19,844,Astro sol
2018-02-19,71,Astro luna
2018-02-19,510,Cafetero noche
2018-02-19,278,Dorado día
2018-02-20,105,Ant 2
2018-02-20,950,Dorado tarde
2018-02-21,827,Astro luna
2018-02-21,352,Valle
2018-02-21,543,Chontico día
2018-02-22,385,Dorado día
2018-02-22,62,Manizales
2018-02-22,358,Paisita 1
2018-02-23,701,Cash día
2018-02-23,317,Play noche
2018-02-23,289,Chontico noche
2018-02-23,734,Paisita 1
2018-02-24,560,Cash día
2018-02-24,889,Astro luna
2018-02-24,490,Dorado día
2018-02-24,962,Cauca
2018-02-25,962,Ant 1
2018-02-25,768,Cafetero noche
2018-02-25,4,Chontico noche
2018-02-26,557,Cafetero noche
2018-02-26,582,Paisita 1
2018-02-26,15,Dorado tarde
2018-02-27,927,Cash día
2018-02-27,904,Play día
2018-02-27,83,Ant 1
2018-02-27,555,Dorado día
2018-02-27,327,Pijao
2018-02-28,405,Cash día
2018-02-28,557,Ant 1
2018-02-28,2,Valle
2018-03-01,170,Cash día
2018-03-01,83,Cafetero noche
2018-03-01,2,Bogotá
2018-03-02,296,Ant 2
2018-03-02,560,Cafetero noche
2018-03-02,809,Medellín
2018-03-02,904,Chontico día
2018-03-02,472,Paisita 1
2018-03-02,880,Dorado tarde
2018-03-03,55,Astro luna
2018-03-03,666,Cauca
2018-03-03,758,Dorado tarde
2018-03-04,88,Pijao
2018-03-05,538,Play día
2018-03-05,818,Cafetero noche
2018-03-05,490,Pijao
2018-03-06,8,Astro sol
2018-03-06,54,Astro luna
2018-03-06,45,Cundinamarca
2018-03-06,311,Paisita 1
2018-03-07,710,Play día
2018-03-07,337,Ant 1
2018-03-07,553,Astro sol
2018-03-07,372,Chontico noche
2018-03-07,27,Pijao
2018-03-08,590,Cafetero noche
2018-03-08,265,Chontico noche
2018-03-09,499,Cash noche
2018-03-09,982,Astro luna
2018-03-09,170,Paisita 2
2018-03-09,437,Chontico día
2018-03-10,465,Ant 2
2018-03-10,505,Astro sol
2018-03-10,222,Chontico noche
2018-03-10,546,Dorado tarde
2018-03-11,803,Cash noche
2018-03-11,358,Play noche
2018-03-11,61,Ant 1
2018-03-11,901,Astro luna
2018-03-11,287,Paisita 3
2018-03-12,599,Astro luna
2018-03-12,827,Cafetero noche
2018-03-12,668,Chontico noche
2018-03-12,203,Pijao
2018-03-13,278,Cash noche
2018-03-13,886,Cafetero noche
2018-03-13,444,Cundinamarca
2018-03-14,417,Cash noche
2018-03-14,615,Play día
2018-03-14,353,Dorado día
2018-03-14,277,Chontico día
2018-03-14,666,Paisita 1
2018-03-15,352,Cash noche
2018-03-15,409,Play noche
2018-03-16,539,Cash noche
2018-03-16,337,Chontico noche
2018-03-16,98,Dorado día
2018-03-16,755,Pijao
2018-03-17,549,Cafetero noche
2018-03-17,490,Chontico noche
2018-03-17,450,Dorado día
2018-03-17,277,Dorado noche
2018-03-17,83,Paisita 2
2018-03-18,385,Play día
2018-03-18,311,Play noche
2018-03-18,655,Ant 1
2018-03-18,213,Cafetero noche
2018-03-18,15,Dorado noche
2018-03-19,269,Cash noche
2018-03-19,500,Ant 1
2018-03-20,308,Astro sol
2018-03-20,385,Tolima
2018-03-20,517,Cruz roja
2018-03-20,734,Dorado tarde
2018-03-21,339,Play día
2018-03-21,722,Astro sol
2018-03-21,433,Chontico noche
2018-03-22,83,Ant 2
2018-03-22,549,Manizales
2018-03-23,517,Astro luna
2018-03-23,701,Chontico noche
2018-03-23,884,Pijao
2018-03-24,744,Cash día
2018-03-24,472,Cash noche
2018-03-24,516,Ant 2
2018-03-24,622,Dorado noche
2018-03-24,88,Pijao
2018-03-24,111,Risaralda
2018-03-24,546,Santander
2018-03-24,385,Chontico día
2018-03-25,862,Ant 2
2018-03-25,988,Chontico noche
2018-03-26,853,Play día
2018-03-26,230,Play noche
2018-03-26,98,Pijao
2018-03-26,522,Chontico día
2018-03-26,901,Paisita 1
2018-03-27,668,Cash día
2018-03-27,994,Cash noche
2018-03-27,77,Ant 2
2018-03-27,437,Chontico noche
2018-03-28,409,Cash noche
2018-03-28,333,Huila
2018-03-28,562,Paisita 3
2018-03-29,499,Ant 2
2018-03-29,889,Cafetero noche
2018-03-29,505,Dorado noche
2018-03-30,955,Ant 2
2018-03-30,555,Astro luna
2018-03-30,822,Chontico noche
2018-03-31,884,Dorado día
2018-03-31,337,Dorado noche
2018-03-31,405,Paisita 2
2018-03-31,777,Chontico día
2018-03-31,133,Dorado tarde
2018-04-01,710,Chontico día
2018-04-01,806,Paisita 1
2018-04-02,200,Cash día
2018-04-02,354,Chontico noche
2018-04-02,807,Tolima
2018-04-02,327,Chontico día
2018-04-03,732,Cash día
2018-04-03,450,Cruz roja
2018-04-03,2,Cundinamarca
2018-04-04,543,Play noche
2018-04-05,409,Play día
2018-04-05,813,Ant 2
2018-04-05,927,Cafetero noche
2018-04-06,960,Ant 1
2018-04-06,230,Astro sol
2018-04-06,927,Astro luna
2018-04-06,813,Paisita 2
2018-04-06,308,Paisita 1
2018-04-07,56,Cash día
2018-04-07,582,Cash noche
2018-04-07,56,Pijao
2018-04-07,29,Cauca
2018-04-08,510,Astro luna
2018-04-08,27,Cafetero noche
2018-04-08,562,Chontico día
2018-04-09,728,Ant 2
2018-04-09,501,Astro luna
2018-04-09,714,Chontico día
2018-04-09,84,Dorado tarde
2018-04-10,538,Play día
2018-04-10,785,Play noche
2018-04-10,334,Chontico noche
2018-04-10,450,Pijao
2018-04-10,500,Paisita 1
2018-04-11,54,Ant 1
2018-04-11,888,Ant 2
2018-04-11,526,Dorado día
2018-04-11,960,Pijao
2018-04-11,813,Dorado tarde
2018-04-12,728,Cash noche
2018-04-12,233,Ant 2
2018-04-12,559,Cafetero noche
2018-04-12,755,Chontico día
2018-04-13,655,Astro sol
2018-04-13,853,Chontico noche
2018-04-14,889,Astro luna
2018-04-14,904,Chontico noche
2018-04-14,321,Dorado noche
2018-04-14,335,Santander
2018-04-15,999,Cash noche
2018-04-15,688,Chontico noche
2018-04-16,539,Cafetero noche
2018-04-16,222,Dorado tarde
2018-04-17,927,Cash día
2018-04-17,472,Astro sol
2018-04-17,278,Pijao
2018-04-17,354,Paisita 1
2018-04-18,177,Play día
2018-04-18,888,Ant 1
2018-04-19,557,Astro sol
2018-04-19,377,Chontico noche
2018-04-19,809,Paisita 2
2018-04-20,714,Cash noche
2018-04-20,351,Play noche
2018-04-20,822,Chontico noche
2018-04-20,732,Paisita 1
2018-04-21,808,Cash día
2018-04-21,929,Dorado día
2018-04-21,710,Chontico día
2018-04-22,203,Cafetero noche
2018-04-22,170,Chontico noche
2018-04-22,160,Paisita 2
2018-04-25,331,Paisita 2
2018-04-25,734,Chontico día
2018-04-25,878,Dorado tarde
2018-04-26,84,Ant 1
2018-04-26,722,Ant 2
2018-04-26,409,Dorado tarde
2018-04-27,399,Cash día
2018-04-27,444,Paisita 2
2018-04-27,549,Paisita 1
2018-04-28,944,Play día
2018-04-28,988,Boyacá
2018-04-28,45,Cauca
2018-04-28,444,Dorado tarde
2018-04-29,622,Dorado noche
2018-04-29,363,Chontico día
2018-04-30,785,Cash noche
2018-04-30,409,Play día
2018-04-30,827,Ant 1
2018-04-30,311,Ant 2
2018-04-30,904,Astro luna
2018-04-30,94,Huila
2018-05-01,94,Play día
2018-05-01,929,Play noche
2018-05-01,768,Paisita 2
2018-05-02,959,Cash día
2018-05-02,830,Ant 2
2018-05-02,910,Chontico noche
2018-05-02,287,Paisita 2
2018-05-03,734,Cash día
2018-05-03,8,Cash noche
2018-05-03,688,Chontico día
2018-05-04,29,Cash noche
2018-05-04,808,Ant 2
2018-05-04,170,Cafetero noche
2018-05-04,853,Chontico día
2018-05-05,978,Cash día
2018-05-05,888,Ant 2
2018-05-05,299,Astro luna
2018-05-05,337,Chontico noche
2018-05-05,133,Risaralda
2018-05-05,880,Santander
2018-05-06,296,Astro luna
2018-05-06,83,Cafetero noche
2018-05-07,999,Cash día
2018-05-07,324,Astro sol
2018-05-07,449,Dorado tarde
2018-05-08,230,Play día
2018-05-08,555,Chontico noche
2018-05-08,758,Chontico día
2018-05-08,517,Dorado tarde
2018-05-09,809,Chontico noche
2018-05-09,830,Meta
2018-05-10,862,Paisita 2
2018-05-11,499,Astro sol
2018-05-11,562,Cafetero noche
2018-05-11,526,Pijao
2018-05-12,954,Ant 1
2018-05-12,943,Chontico noche
2018-05-13,539,Chontico noche
2018-05-14,213,Play día
2018-05-15,982,Ant 1
2018-05-15,625,Astro luna
2018-05-15,88,Pijao
2018-05-15,560,Tolima
2018-05-15,83,Paisita 1
2018-05-16,490,Astro sol
2018-05-16,546,Astro luna
2018-05-16,533,Pijao
2018-05-16,625,Paisita 1
2018-05-16,650,Dorado tarde
2018-05-17,230,Play día
2018-05-17,622,Paisita 2
2018-05-17,615,Pijao
2018-05-17,160,Manizales
2018-05-17,688,Paisita 1
2018-05-18,278,Play noche
2018-05-18,323,Astro sol
2018-05-18,889,Chontico día
2018-05-19,296,Play noche
2018-05-19,562,Ant 2
2018-05-19,959,Chontico noche
2018-05-20,27,Chontico noche
2018-05-20,889,Paisita 1
2018-05-21,61,Play día
2018-05-21,822,Play noche
2018-05-21,404,Ant 2
2018-05-21,353,Chontico noche
2018-05-21,100,Paisita 1
2018-05-22,526,Astro sol
2018-05-22,399,Dorado día
2018-05-22,822,Cundinamarca
2018-05-22,755,Paisita 1
2018-05-23,499,Ant 1
2018-05-23,892,Dorado día
2018-05-24,98,Play día
2018-05-24,553,Pijao
2018-05-24,94,Bogotá
2018-05-24,505,Paisita 1
2018-05-25,165,Play noche
2018-05-25,905,Dorado día
2018-05-25,287,Chontico día
2018-05-26,650,Play noche
2018-05-26,84,Chontico día
2018-05-27,29,Cash día
2018-05-27,785,Ant 1
2018-05-27,857,Ant 2
2018-05-27,813,Cafetero noche
2018-05-27,572,Chontico noche
2018-05-27,437,Paisita 2
2018-05-27,269,Pijao
2018-05-27,84,Paisita 1
2018-05-29,978,Pijao
2018-05-29,289,Cruz roja
2018-05-29,590,Dorado tarde
2018-05-30,165,Play día
2018-05-30,437,Astro luna
2018-05-30,853,Cafetero noche
2018-05-30,459,Valle
2018-05-31,449,Cash noche
2018-05-31,728,Ant 1
2018-05-31,437,Pijao
2018-06-01,549,Cash noche
2018-06-01,29,Play día
2018-06-01,84,Play noche
2018-06-01,538,Astro sol
2018-06-01,91,Cafetero noche
2018-06-01,533,Pijao
2018-06-02,538,Play día
2018-06-02,4,Cafetero noche
2018-06-02,510,Chontico noche
2018-06-02,655,Pijao
2018-06-02,354,Cauca
2018-06-02,490,Risaralda
2018-06-03,23,Cash día
2018-06-03,289,Play día
2018-06-03,866,Ant 2
2018-06-03,351,Astro luna
2018-06-03,200,Cafetero noche
2018-06-03,732,Chontico noche
2018-06-03,331,Paisita 1
2018-06-04,277,Cash noche
2018-06-04,777,Play noche
2018-06-04,560,Paisita 2
2018-06-04,335,Paisita 1
2018-06-05,105,Ant 2
2018-06-05,335,Astro sol
2018-06-05,728,Chontico noche
2018-06-05,982,Cruz roja
2018-06-05,878,Chontico día
2018-06-06,8,Meta
2018-06-07,668,Cash noche
2018-06-07,98,Ant 1
2018-06-07,755,Astro sol
2018-06-07,308,Chontico día
2018-06-08,299,Cash noche
2018-06-08,302,Chontico noche
2018-06-08,501,Paisita 2
2018-06-09,113,Ant 1
2018-06-09,23,Dorado día
2018-06-09,29,Chontico día
2018-06-09,269,Paisita 1
2018-06-10,230,Ant 1
2018-06-10,723,Cafetero noche
2018-06-10,880,Paisita 3
2018-06-10,549,Chontico día
2018-06-11,813,Cash noche
2018-06-11,955,Pijao
2018-06-12,399,Ant 1
2018-06-12,165,Astro sol
2018-06-12,557,Astro luna
2018-06-12,500,Chontico noche
2018-06-12,15,Tolima
2018-06-12,538,Paisita 1
2018-06-13,222,Cash noche
2018-06-13,471,Play día
2018-06-13,688,Ant 1
2018-06-13,785,Astro sol
2018-06-13,423,Valle
2018-06-13,882,Huila
2018-06-14,988,Cash noche
2018-06-14,498,Ant 1
2018-06-14,17,Astro sol
2018-06-15,233,Astro luna
2018-06-15,444,Medellín
2018-06-15,562,Quindio
2018-06-15,456,Chontico día
2018-06-16,959,Cash noche
2018-06-16,557,Cauca
2018-06-16,94,Risaralda
2018-06-17,701,Cash noche
2018-06-17,806,Play día
2018-06-17,866,Play noche
2018-06-17,317,Ant 1
2018-06-17,889,Chontico noche
2018-06-17,768,Pijao
2018-06-17,177,Paisita 1
2018-06-18,415,Play noche
2018-06-18,572,Astro luna
2018-06-19,409,Astro sol
2018-06-19,901,Astro luna
2018-06-19,98,Cruz roja
2018-06-20,71,Cash día
2018-06-20,615,Ant 1
2018-06-20,368,Pijao
2018-06-20,337,Dorado tarde
2018-06-21,71,Cafetero noche
2018-06-21,368,Paisita 2
2018-06-21,123,Pijao
2018-06-21,978,Manizales
2018-06-22,327,Play día
2018-06-22,331,Chontico noche
2018-06-22,813,Paisita 2
2018-06-22,788,Paisita 1
2018-06-22,459,Dorado tarde
2018-06-23,557,Cash noche
2018-06-23,400,Ant 2
2018-06-23,465,Dorado noche
2018-06-23,334,Paisita 2
2018-06-23,177,Pijao
2018-06-23,960,Boyacá
2018-06-23,650,Risaralda
2018-06-24,339,Ant 1
2018-06-24,499,Ant 2
2018-06-24,777,Chontico noche
2018-06-24,650,Paisita 2
2018-06-24,399,Paisita 3
2018-06-25,94,Cash día
2018-06-25,2,Cash noche
2018-06-25,323,Astro sol
2018-06-25,377,Cafetero noche
2018-06-26,822,Ant 1
2018-06-26,437,Astro sol
2018-06-26,177,Paisita 2
2018-06-27,269,Play noche
2018-06-27,456,Ant 1
2018-06-27,302,Astro sol
2018-06-27,23,Astro luna
2018-06-27,289,Pijao
2018-06-28,701,Play noche
2018-06-28,358,Ant 1
2018-06-28,498,Astro sol
2018-06-28,599,Astro luna
2018-06-28,844,Cafetero noche
2018-06-28,352,Paisita 2
2018-06-28,27,Paisita 1
2018-06-28,415,Dorado tarde
2018-06-29,905,Paisita 1
2018-06-30,444,Cash día
2018-06-30,999,Paisita 2
2018-06-30,465,Dorado tarde
2018-07-01,339,Ant 2
2018-07-01,409,Paisita 2
2018-07-01,929,Paisita 1
2018-07-02,8,Play día
2018-07-03,278,Paisita 2
2018-07-03,299,Dorado tarde
2018-07-04,959,Cash día
2018-07-04,553,Play día
2018-07-04,807,Cafetero noche
2018-07-04,827,Pijao
2018-07-04,400,Meta
2018-07-05,278,Play noche
2018-07-05,317,Cafetero noche
2018-07-05,960,Dorado día
2018-07-06,862,Cash día
2018-07-06,590,Cash noche
2018-07-06,54,Ant 1
2018-07-06,50,Pijao
2018-07-06,943,Medellín
2018-07-07,943,Santander
2018-07-08,522,Cash noche
2018-07-08,526,Play día
2018-07-08,905,Ant 2
2018-07-08,450,Cafetero noche
2018-07-09,160,Play día
2018-07-09,61,Astro luna
2018-07-09,884,Tolima
2018-07-09,590,Chontico día
2018-07-10,999,Ant 2
2018-07-10,505,Cafetero noche
2018-07-11,449,Play día
2018-07-11,879,Cafetero noche
2018-07-12,723,Play día
2018-07-12,302,Ant 1
2018-07-12,433,Pijao
2018-07-12,65,Manizales
2018-07-12,94,Paisita 1
2018-07-13,500,Paisita 2
2018-07-13,27,Chontico día
2018-07-14,806,Cash noche
2018-07-14,133,Play día
2018-07-14,559,Astro sol
2018-07-14,337,Dorado noche
2018-07-14,273,Paisita 1
2018-07-15,0,Cash día
2018-07-15,830,Cash noche
2018-07-15,273,Dorado noche
2018-07-16,853,Astro luna
2018-07-16,505,Chontico noche
2018-07-17,590,Ant 2
2018-07-17,500,Dorado día
2018-07-18,160,Play día
2018-07-19,65,Astro luna
2018-07-19,400,Paisita 3
2018-07-19,959,Dorado tarde
2018-07-20,994,Astro luna
2018-07-20,433,Chontico noche
2018-07-20,543,Paisita 1
2018-07-21,368,Cash día
2018-07-21,553,Cash noche
2018-07-21,807,Play día
2018-07-21,273,Astro luna
2018-07-21,562,Cauca
2018-07-22,177,Cafetero noche
2018-07-23,230,Play día
2018-07-23,222,Play noche
2018-07-23,335,Astro sol
2018-07-23,133,Astro luna
2018-07-23,501,Chontico noche
2018-07-23,538,Dorado día
2018-07-24,296,Play día
2018-07-24,299,Dorado día
2018-07-24,625,Pijao
2018-07-24,278,Cruz roja
2018-07-24,321,Chontico día
2018-07-24,857,Dorado tarde
2018-07-25,331,Ant 1
2018-07-25,405,Ant 2
2018-07-25,323,Chontico noche
2018-07-25,505,Dorado día
2018-07-25,423,Paisita 2
2018-07-26,100,Cash día
2018-07-26,813,Ant 2
2018-07-26,516,Paisita 2
2018-07-26,959,Bogotá
2018-07-27,27,Play día
2018-07-27,962,Astro luna
2018-07-27,741,Quindio
2018-07-27,273,Paisita 1
2018-07-28,806,Cash noche
2018-07-28,807,Ant 1
2018-07-28,105,Ant 2
2018-07-28,91,Dorado día
2018-07-28,256,Cauca
2018-07-28,944,Santander
2018-07-29,722,Cash día
2018-07-29,553,Ant 2
2018-07-29,113,Chontico día
2018-07-30,450,Cash día
2018-07-31,813,Play día
2018-07-31,471,Paisita 2
2018-07-31,827,Dorado tarde
2018-08-01,0,Cash día
2018-08-01,449,Astro sol
