Fecha,Numero,Loteria
2010-05-29,94,Cafetero tarde
2010-05-31,788,Cash noche
2010-05-31,500,Cafetero noche
2010-05-31,876,Astro luna
2010-05-31,61,Dorado tarde
2010-05-31,433,Paisita 2
2010-06-01,546,Cash noche
2010-06-01,978,Play noche
2010-06-01,880,Cundinamarca
2010-06-01,927,Paisita 1
2010-06-02,516,Cash noche
2010-06-02,808,Valle
2010-06-03,50,Cash noche
2010-06-03,901,Cafetero noche
2010-06-03,449,Dorado día
2010-06-03,363,Bogotá
2010-06-03,61,Cafetero tarde
2010-06-04,732,Cash día
2010-06-04,56,Cafetero noche
2010-06-04,456,Medellín
2010-06-05,269,Play día
2010-06-05,560,Play noche
2010-06-05,809,Boyacá
2010-06-05,806,Santander
2010-06-05,91,Chontico día
2010-06-06,539,Cash día
2010-06-07,321,Play noche
2010-06-07,878,Cafetero noche
2010-06-07,572,Pijao
2010-06-08,334,Play noche
2010-06-08,982,Astro luna
2010-06-08,960,Dorado día
2010-06-09,982,Cash día
2010-06-09,111,Cafetero noche
2010-06-10,449,Play noche
2010-06-10,404,Astro luna
2010-06-11,113,Astro luna
2010-06-11,444,Chontico noche
2010-06-11,876,Pijao
2010-06-11,999,Paisita 2
2010-06-12,368,Play noche
2010-06-12,559,Cafetero noche
2010-06-12,29,Dorado día
2010-06-12,203,Dorado tarde
2010-06-12,872,Paisita 2
2010-06-13,269,Cash día
2010-06-13,450,Play noche
2010-06-13,472,Cafetero noche
2010-06-14,910,Paisita 2
2010-06-15,222,Tolima
2010-06-16,714,Cash día
2010-06-16,296,Astro sol
2010-06-16,666,Valle
2010-06-16,296,Paisita 1
2010-06-16,954,Paisita 2
2010-06-17,29,Play día
2010-06-17,926,Play noche
2010-06-17,170,Cafetero noche
2010-06-17,526,Chontico noche
2010-06-17,546,Dorado día
2010-06-17,29,Pijao
2010-06-18,299,Quindio
2010-06-18,853,Dorado tarde
2010-06-18,200,Cafetero tarde
2010-06-19,339,Cash día
2010-06-19,950,Cash noche
2010-06-19,55,Play noche
2010-06-19,862,Dorado noche
2010-06-19,943,Pijao
2010-06-19,358,Risaralda
2010-06-20,498,Cash día
2010-06-20,822,Cash noche
2010-06-21,385,Cash noche
2010-06-21,777,Cafetero noche
2010-06-21,327,Chontico día
2010-06-22,472,Astro sol
2010-06-22,296,Pijao
2010-06-23,882,Cash noche
2010-06-23,950,Play noche
2010-06-23,501,Chontico noche
2010-06-23,353,Dorado día
2010-06-23,400,Valle
2010-06-23,474,Chontico día
2010-06-23,71,Paisita 2
2010-06-24,177,Pijao
2010-06-24,886,Paisita 1
2010-06-25,927,Play noche
2010-06-25,538,Quindio
2010-06-26,437,Santander
2010-06-26,574,Chontico día
2010-06-26,615,Paisita 1
2010-06-26,368,Cafetero tarde
2010-06-28,165,Cash día
2010-06-28,501,Paisita 2
2010-06-28,363,Cafetero tarde
2010-06-29,474,Chontico día
2010-06-30,27,Astro luna
2010-06-30,405,Huila
2010-06-30,655,Dorado tarde
2010-07-02,714,Cafetero noche
2010-07-03,222,Cash noche
2010-07-03,88,Play noche
2010-07-03,308,Cafetero noche
2010-07-03,377,Dorado día
2010-07-03,988,Cauca
2010-07-03,610,Cafetero tarde
2010-07-03,904,Paisita 2
2010-07-04,61,Cafetero noche
2010-07-05,405,Astro luna
2010-07-05,879,Dorado noche
2010-07-06,23,Cruz roja
2010-07-06,880,Paisita 2
2010-07-07,777,Dorado día
2010-07-07,862,Pijao
2010-07-07,123,Valle
2010-07-08,710,Cash noche
2010-07-08,758,Astro sol
2010-07-08,299,Astro luna
2010-07-08,273,Chontico día
2010-07-09,560,Cash noche
2010-07-09,574,Play noche
2010-07-09,886,Paisita 1
2010-07-09,233,Paisita 2
2010-07-10,543,Cash día
2010-07-10,230,Cash noche
2010-07-10,113,Cafetero noche
2010-07-10,113,Boyacá
2010-07-10,701,Risaralda
2010-07-10,822,Cafetero tarde
2010-07-11,901,Cash noche
2010-07-11,299,Cafetero noche
2010-07-11,299,Cafetero noche
2010-07-12,688,Cash noche
2010-07-12,98,Cafetero noche
2010-07-12,98,Cafetero noche
2010-07-12,982,Tolima
2010-07-12,498,Cafetero tarde
2010-07-13,269,Cash noche
2010-07-13,200,Cafetero noche
2010-07-13,200,Cafetero noche
2010-07-13,562,Chontico noche
2010-07-13,230,Cruz roja
2010-07-14,889,Chontico día
2010-07-15,230,Dorado día
2010-07-15,423,Manizales
2010-07-15,962,Chontico día
2010-07-16,405,Cash noche
2010-07-16,4,Play día
2010-07-16,978,Play noche
2010-07-16,950,Astro sol
2010-07-16,321,Medellín
2010-07-16,655,Quindio
2010-07-16,230,Chontico día
2010-07-17,994,Cash día
2010-07-17,423,Cash noche
2010-07-17,456,Pijao
2010-07-17,71,Dorado tarde
2010-07-18,177,Astro luna
2010-07-19,265,Astro sol
2010-07-19,830,Astro luna
2010-07-19,538,Chontico noche
2010-07-19,557,Chontico día
2010-07-19,15,Paisita 1
2010-07-19,83,Dorado tarde
2010-07-19,546,Paisita 2
2010-07-20,744,Paisita 2
2010-07-21,803,Play día
2010-07-21,278,Chontico noche
2010-07-21,560,Dorado día
2010-07-21,943,Cruz roja
2010-07-22,444,Chontico día
2010-07-22,0,Dorado tarde
2010-07-22,543,Cafetero tarde
2010-07-23,94,Play día
2010-07-23,526,Pijao
2010-07-23,818,Chontico día
2010-07-24,666,Cafetero tarde
2010-07-25,37,Chontico noche
2010-07-25,574,Dorado noche
2010-07-25,165,Pijao
2010-07-26,878,Astro luna
2010-07-26,321,Cafetero noche
2010-07-26,321,Cafetero noche
2010-07-26,889,Dorado día
2010-07-26,417,Paisita 1
2010-07-27,910,Play día
2010-07-27,880,Astro luna
2010-07-27,982,Cafetero noche
2010-07-27,982,Cafetero noche
2010-07-27,269,Dorado día
2010-07-27,945,Cruz roja
2010-07-27,926,Chontico día
2010-07-28,399,Play noche
2010-07-28,352,Cafetero noche
2010-07-28,352,Cafetero noche
2010-07-28,299,Dorado tarde
2010-07-28,553,Cafetero tarde
2010-07-28,982,Paisita 2
2010-07-29,311,Play noche
2010-07-29,337,Cafetero noche
2010-07-29,337,Cafetero noche
2010-07-29,273,Pijao
2010-07-29,994,Bogotá
2010-07-29,562,Cafetero tarde
2010-07-29,543,Paisita 2
2010-07-30,417,Cash noche
2010-07-30,327,Cafetero noche
2010-07-30,327,Cafetero noche
2010-07-30,813,Chontico noche
2010-07-30,358,Dorado día
2010-07-30,433,Chontico día
2010-07-31,818,Cash noche
2010-07-31,622,Chontico noche
2010-07-31,710,Dorado día
2010-07-31,323,Risaralda
2010-08-01,688,Play noche
2010-08-02,471,Cash día
2010-08-02,827,Cash noche
2010-08-02,509,Play día
2010-08-02,904,Play noche
2010-08-02,944,Cafetero tarde
2010-08-03,560,Play día
2010-08-03,2,Dorado tarde
2010-08-04,363,Play día
2010-08-04,982,Play noche
2010-08-04,472,Astro luna
2010-08-04,734,Pijao
2010-08-04,929,Cafetero tarde
2010-08-06,44,Play día
2010-08-06,945,Play noche
2010-08-06,311,Dorado tarde
2010-08-07,945,Cash día
2010-08-07,353,Risaralda
2010-08-08,827,Play noche
2010-08-08,844,Paisita 1
2010-08-09,94,Astro luna
2010-08-09,889,Chontico día
2010-08-09,889,Dorado tarde
2010-08-10,372,Play noche
2010-08-10,333,Cruz roja
2010-08-10,929,Chontico día
2010-08-10,510,Paisita 2
2010-08-11,88,Cash noche
2010-08-11,807,Play día
2010-08-11,880,Chontico noche
2010-08-11,878,Cafetero tarde
2010-08-11,788,Paisita 2
2010-08-12,785,Cash noche
2010-08-12,892,Play día
2010-08-12,803,Manizales
2010-08-12,818,Paisita 1
2010-08-12,278,Cafetero tarde
2010-08-13,904,Dorado día
2010-08-13,437,Quindio
2010-08-14,758,Play día
2010-08-14,884,Dorado día
2010-08-14,351,Pijao
2010-08-14,960,Cafetero tarde
2010-08-15,959,Cafetero noche
2010-08-15,959,Cafetero noche
2010-08-16,269,Play noche
2010-08-16,331,Pijao
2010-08-16,701,Paisita 2
2010-08-16,71,Paisita 1
2010-08-17,353,Play noche
2010-08-18,982,Cash día
2010-08-18,265,Cash noche
2010-08-18,988,Chontico noche
2010-08-18,562,Dorado día
2010-08-18,233,Pijao
2010-08-18,516,Cafetero tarde
2010-08-18,758,Paisita 2
2010-08-19,499,Cash día
2010-08-19,437,Pijao
2010-08-19,456,Cafetero tarde
2010-08-20,744,Cafetero noche
2010-08-20,744,Cafetero noche
2010-08-20,758,Cafetero tarde
2010-08-21,755,Play noche
2010-08-21,955,Dorado día
2010-08-21,88,Dorado noche
2010-08-21,311,Boyacá
2010-08-22,862,Cafetero noche
2010-08-22,862,Cafetero noche
2010-08-23,505,Paisita 2
2010-08-23,866,Paisita 1
2010-08-24,100,Play día
2010-08-24,678,Pijao
2010-08-24,50,Cruz roja
2010-08-24,399,Cundinamarca
2010-08-25,311,Valle
2010-08-25,105,Paisita 1
2010-08-25,353,Cafetero tarde
2010-08-25,943,Paisita 2
2010-08-26,549,Dorado tarde
2010-08-27,84,Chontico noche
2010-08-27,526,Pijao
2010-08-27,265,Medellín
2010-08-27,278,Quindio
2010-08-28,160,Play día
2010-08-28,317,Chontico día
2010-08-28,177,Paisita 2
2010-08-30,509,Astro sol
2010-08-30,222,Astro luna
2010-08-30,803,Dorado tarde
2010-08-31,553,Cash noche
2010-08-31,83,Cruz roja
2010-09-01,688,Cash noche
2010-09-01,827,Play noche
2010-09-01,710,Dorado día
2010-09-01,2,Meta
2010-09-02,714,Astro sol
2010-09-02,55,Astro luna
2010-09-02,62,Chontico noche
2010-09-02,256,Manizales
2010-09-03,853,Cash noche
2010-09-03,88,Pijao
2010-09-03,572,Medellín
2010-09-03,809,Quindio
2010-09-03,62,Chontico día
2010-09-03,265,Cafetero tarde
2010-09-03,287,Paisita 2
2010-09-04,474,Play día
2010-09-04,982,Chontico día
2010-09-04,880,Dorado tarde
2010-09-05,857,Play día
2010-09-06,71,Cafetero noche
2010-09-06,71,Cafetero noche
2010-09-06,988,Dorado tarde
2010-09-07,806,Cash noche
2010-09-07,553,Play día
2010-09-07,827,Astro luna
2010-09-08,77,Astro sol
2010-09-08,818,Huila
2010-09-09,324,Cash día
2010-09-09,904,Play día
2010-09-09,8,Cafetero noche
2010-09-09,8,Cafetero noche
2010-09-09,615,Bogotá
2010-09-09,471,Chontico día
2010-09-10,904,Cash noche
2010-09-10,498,Chontico noche
2010-09-11,878,Cash día
2010-09-11,347,Cash noche
2010-09-11,622,Cafetero noche
2010-09-11,622,Cafetero noche
2010-09-11,884,Dorado noche
2010-09-12,999,Cash día
2010-09-13,701,Astro sol
2010-09-13,165,Paisita 2
2010-09-13,400,Chontico día
2010-09-14,879,Play noche
2010-09-14,889,Cafetero tarde
2010-09-14,785,Paisita 2
2010-09-15,449,Cash día
2010-09-15,889,Paisita 2
2010-09-16,599,Cafetero noche
2010-09-16,599,Cafetero noche
2010-09-16,806,Chontico noche
2010-09-16,27,Cafetero tarde
2010-09-17,287,Medellín
2010-09-17,994,Paisita 1
2010-09-18,555,Chontico día
2010-09-18,929,Paisita 1
2010-09-18,415,Paisita 2
2010-09-19,878,Play noche
2010-09-19,385,Astro luna
2010-09-19,324,Paisita 1
2010-09-20,538,Cash día
2010-09-20,572,Cash noche
2010-09-20,807,Astro sol
2010-09-20,516,Pijao
2010-09-21,0,Cafetero noche
2010-09-21,0,Cafetero noche
2010-09-21,23,Chontico noche
2010-09-21,539,Paisita 1
2010-09-21,872,Paisita 2
2010-09-22,982,Cafetero noche
2010-09-22,982,Cafetero noche
2010-09-22,803,Pijao
2010-09-23,100,Cash día
2010-09-23,678,Play día
2010-09-23,655,Play noche
2010-09-23,405,Dorado día
2010-09-23,84,Paisita 1
2010-09-25,465,Play día
2010-09-25,203,Chontico noche
2010-09-25,960,Paisita 2
2010-09-26,29,Play noche
2010-09-27,827,Dorado día
2010-09-28,590,Play día
2010-09-28,866,Dorado día
2010-09-28,510,Dorado tarde
2010-09-28,901,Paisita 2
2010-09-29,415,Cash día
2010-09-29,399,Cash noche
2010-09-29,499,Play día
2010-09-29,29,Chontico día
2010-09-29,710,Paisita 2
2010-09-30,2,Cash día
2010-09-30,830,Play noche
2010-09-30,2,Astro sol
2010-09-30,423,Cafetero noche
2010-09-30,423,Cafetero noche
2010-09-30,459,Pijao
2010-09-30,133,Bogotá
2010-09-30,37,Paisita 1
2010-10-01,358,Astro luna
2010-10-01,45,Cafetero noche
2010-10-01,45,Cafetero noche
2010-10-01,549,Paisita 2
2010-10-02,100,Cash noche
2010-10-02,884,Play noche
2010-10-03,539,Astro luna
2010-10-03,433,Cafetero noche
2010-10-03,433,Cafetero noche
2010-10-04,437,Cash noche
2010-10-04,904,Astro sol
2010-10-04,910,Chontico noche
2010-10-04,807,Chontico día
2010-10-04,405,Paisita 1
2010-10-05,559,Cash día
2010-10-05,734,Astro luna
2010-10-05,999,Dorado día
2010-10-06,71,Cash día
2010-10-06,404,Astro sol
2010-10-06,456,Chontico noche
2010-10-06,578,Pijao
2010-10-07,734,Cash día
2010-10-07,955,Astro sol
2010-10-07,905,Cafetero noche
2010-10-07,417,Chontico día
2010-10-07,472,Cafetero tarde
2010-10-08,333,Cash noche
2010-10-08,62,Medellín
2010-10-08,732,Paisita 2
2010-10-09,61,Play noche
2010-10-09,655,Dorado tarde
2010-10-11,23,Play noche
2010-10-11,423,Astro luna
2010-10-11,17,Pijao
2010-10-11,405,Chontico día
2010-10-12,233,Cash día
2010-10-12,734,Astro sol
2010-10-12,133,Cafetero noche
2010-10-12,45,Dorado día
2010-10-12,444,Dorado tarde
2010-10-13,331,Cash día
2010-10-13,944,Cash noche
2010-10-13,723,Play noche
2010-10-13,538,Pijao
2010-10-13,553,Meta
2010-10-13,498,Cafetero tarde
2010-10-14,17,Astro sol
2010-10-14,872,Astro luna
2010-10-15,490,Cash noche
2010-10-16,886,Dorado noche
2010-10-17,299,Chontico noche
2010-10-17,758,Pijao
2010-10-17,755,Paisita 1
2010-10-18,2,Cash noche
2010-10-18,230,Pijao
2010-10-18,572,Paisita 2
2010-10-18,777,Paisita 2
2010-10-19,4,Play noche
2010-10-19,277,Astro sol
2010-10-19,533,Chontico noche
2010-10-19,876,Pijao
2010-10-20,741,Cash noche
2010-10-20,2,Meta
2010-10-20,335,Dorado tarde
2010-10-20,879,Paisita 2
2010-10-21,417,Cash día
2010-10-21,559,Astro sol
2010-10-21,572,Chontico noche
2010-10-22,170,Astro luna
2010-10-22,337,Medellín
2010-10-22,331,Chontico día
2010-10-23,994,Cash noche
2010-10-23,741,Astro luna
2010-10-23,308,Pijao
2010-10-24,499,Cafetero noche
2010-10-24,456,Pijao
2010-10-25,599,Cash día
2010-10-25,559,Cash noche
2010-10-26,354,Cash día
2010-10-26,723,Astro sol
2010-10-26,105,Astro luna
2010-10-26,84,Cafetero noche
2010-10-26,433,Cundinamarca
2010-10-26,213,Paisita 1
2010-10-27,450,Astro sol
2010-10-27,954,Astro luna
2010-10-27,399,Cafetero noche
2010-10-27,678,Pijao
2010-10-27,714,Cafetero tarde
2010-10-27,785,Paisita 2
2010-10-28,337,Cash noche
2010-10-28,880,Cafetero noche
2010-10-29,372,Play día
2010-10-29,777,Cafetero noche
2010-10-29,94,Dorado día
2010-10-29,499,Pijao
2010-10-29,160,Quindio
2010-10-29,23,Cafetero tarde
2010-10-30,655,Cauca
2010-10-30,354,Paisita 1
2010-10-30,625,Cafetero tarde
2010-10-30,522,Paisita 2
2010-10-31,265,Paisita 1
2010-11-01,822,Astro luna
2010-11-01,905,Chontico noche
2010-11-01,880,Paisita 2
2010-11-02,77,Cash noche
2010-11-02,945,Astro luna
2010-11-02,29,Pijao
2010-11-03,809,Chontico noche
2010-11-03,501,Valle
2010-11-03,404,Meta
2010-11-03,100,Chontico día
2010-11-04,723,Play día
2010-11-04,978,Astro sol
2010-11-04,807,Astro luna
2010-11-05,400,Cash día
2010-11-05,83,Cash noche
2010-11-05,471,Play noche
2010-11-05,516,Astro sol
2010-11-05,808,Cafetero noche
2010-11-05,77,Chontico noche
2010-11-05,347,Dorado día
2010-11-05,978,Pijao
2010-11-05,347,Medellín
2010-11-05,882,Paisita 1
2010-11-06,409,Cash día
2010-11-06,808,Cafetero noche
2010-11-06,354,Chontico noche
2010-11-06,878,Dorado noche
2010-11-07,701,Cash día
2010-11-08,269,Astro luna
2010-11-08,62,Cafetero noche
2010-11-08,884,Paisita 2
2010-11-08,296,Paisita 2
2010-11-09,905,Cash día
2010-11-09,444,Paisita 2
2010-11-10,806,Astro sol
2010-11-10,339,Cafetero noche
2010-11-10,321,Paisita 2
2010-11-11,500,Play día
2010-11-11,758,Play noche
2010-11-11,546,Dorado día
2010-11-11,56,Paisita 1
2010-11-12,722,Cash día
2010-11-12,872,Play día
2010-11-12,29,Astro sol
2010-11-12,347,Dorado día
2010-11-12,61,Medellín
2010-11-12,94,Dorado tarde
2010-11-12,449,Paisita 2
2010-11-13,872,Cash día
2010-11-13,353,Dorado noche
2010-11-13,100,Pijao
2010-11-13,555,Boyacá
2010-11-13,889,Cauca
2010-11-13,160,Paisita 1
2010-11-14,385,Cash día
2010-11-14,17,Paisita 1
2010-11-16,113,Cruz roja
2010-11-17,98,Dorado día
2010-11-17,287,Paisita 1
2010-11-18,358,Cash día
2010-11-18,113,Bogotá
2010-11-18,499,Cafetero tarde
2010-11-19,324,Cash día
2010-11-19,71,Play día
2010-11-19,327,Chontico noche
2010-11-19,324,Pijao
2010-11-19,559,Chontico día
2010-11-20,423,Astro sol
2010-11-20,994,Cauca
2010-11-20,399,Cafetero tarde
2010-11-21,722,Pijao
2010-11-22,333,Cash día
2010-11-22,813,Cash noche
2010-11-22,62,Play día
2010-11-22,905,Play noche
2010-11-22,499,Astro luna
2010-11-22,578,Dorado día
2010-11-22,29,Pijao
2010-11-22,777,Paisita 1
2010-11-22,23,Dorado tarde
2010-11-23,311,Cash noche
2010-11-23,929,Paisita 1
2010-11-24,404,Meta
2010-11-24,904,Chontico día
2010-11-24,8,Paisita 1
2010-11-24,543,Dorado tarde
2010-11-24,404,Cafetero tarde
2010-11-25,56,Astro luna
2010-11-25,358,Paisita 1
2010-11-25,299,Dorado tarde
2010-11-26,806,Cash noche
2010-11-26,803,Play noche
2010-11-27,177,Play día
2010-11-27,351,Astro sol
2010-11-27,884,Astro luna
2010-11-27,857,Cauca
2010-11-28,499,Pijao
2010-11-29,415,Cafetero noche
2010-11-29,333,Dorado día
2010-11-29,962,Paisita 2
2010-11-29,701,Cafetero tarde
2010-11-30,543,Astro sol
2010-11-30,333,Astro luna
2010-11-30,688,Cafetero noche
2010-11-30,994,Cundinamarca
2010-12-01,827,Play día
2010-12-01,830,Astro sol
2010-12-02,83,Cash día
2010-12-02,499,Cash noche
2010-12-02,500,Cafetero noche
2010-12-02,857,Chontico noche
2010-12-02,335,Paisita 1
2010-12-02,54,Dorado tarde
2010-12-03,809,Play día
2010-12-03,233,Dorado día
2010-12-04,880,Play día
2010-12-04,335,Cauca
2010-12-04,450,Paisita 1
2010-12-05,61,Cash noche
2010-12-05,347,Chontico noche
2010-12-05,444,Dorado noche
2010-12-06,308,Dorado día
2010-12-07,557,Cafetero noche
2010-12-07,377,Dorado día
2010-12-07,222,Dorado tarde
2010-12-09,499,Cafetero noche
2010-12-09,959,Chontico noche
2010-12-09,265,Manizales
2010-12-09,165,Cafetero tarde
2010-12-10,560,Astro luna
2010-12-10,944,Paisita 2
2010-12-11,500,Play noche
2010-12-12,777,Pijao
2010-12-13,988,Paisita 1
2010-12-14,889,Cash día
2010-12-14,83,Astro luna
2010-12-14,368,Cruz roja
2010-12-14,323,Cafetero tarde
2010-12-15,655,Play noche
2010-12-15,400,Astro sol
2010-12-15,546,Huila
2010-12-15,213,Dorado tarde
2010-12-15,650,Cafetero tarde
2010-12-16,385,Cash día
2010-12-16,335,Cash noche
2010-12-16,522,Cafetero noche
2010-12-16,701,Chontico noche
2010-12-16,559,Manizales
2010-12-17,578,Cash noche
2010-12-17,27,Paisita 2
2010-12-18,610,Play día
2010-12-18,806,Boyacá
2010-12-18,533,Paisita 1
2010-12-19,516,Cash día
2010-12-19,559,Play día
2010-12-19,876,Play noche
2010-12-19,423,Pijao
2010-12-19,884,Paisita 1
2010-12-20,994,Astro luna
2010-12-20,926,Paisita 2
2010-12-20,910,Chontico día
2010-12-21,287,Astro sol
2010-12-21,555,Paisita 1
2010-12-22,555,Cash noche
2010-12-22,806,Astro luna
2010-12-23,927,Manizales
2010-12-23,555,Paisita 1
2010-12-23,203,Dorado tarde
2010-12-23,553,Cafetero tarde
2010-12-24,335,Pijao
2010-12-24,574,Medellín
2010-12-24,560,Dorado tarde
2010-12-24,256,Paisita 2
2010-12-25,578,Cash noche
2010-12-25,273,Chontico noche
2010-12-26,498,Cash noche
2010-12-26,678,Chontico noche
2010-12-26,400,Dorado noche
2010-12-27,200,Chontico noche
2010-12-27,230,Boyacá
2010-12-28,499,Cash noche
2010-12-28,862,Paisita 1
2010-12-28,546,Cafetero tarde
2010-12-28,299,Paisita 2
2010-12-29,500,Play noche
2010-12-29,200,Astro luna
2010-12-29,500,Huila
2010-12-29,910,Chontico día
2010-12-30,100,Astro sol
2010-12-30,962,Bogotá
2010-12-30,354,Manizales
2010-12-30,289,Paisita 1
2010-12-30,499,Dorado tarde
2010-12-30,728,Cafetero tarde
2010-12-30,872,Paisita 2
2010-12-31,339,Dorado día
2010-12-31,788,Cafetero tarde
2011-01-01,352,Play noche
2011-01-01,509,Risaralda
2011-01-02,955,Cash día
2011-01-02,354,Astro luna
2011-01-03,886,Play día
2011-01-03,788,Paisita 2
2011-01-04,599,Cafetero noche
2011-01-04,404,Chontico día
2011-01-05,299,Astro sol
2011-01-05,133,Chontico noche
2011-01-05,886,Valle
2011-01-06,978,Pijao
2011-01-06,230,Bogotá
2011-01-06,65,Manizales
2011-01-06,278,Cafetero tarde
2011-01-07,61,Quindio
2011-01-07,273,Paisita 1
2011-01-07,123,Paisita 2
2011-01-08,337,Cash noche
2011-01-08,331,Dorado noche
2011-01-08,83,Risaralda
2011-01-08,17,Cafetero tarde
2011-01-09,160,Dorado noche
2011-01-09,368,Pijao
2011-01-09,884,Paisita 1
2011-01-10,399,Pijao
2011-01-10,954,Paisita 2
2011-01-11,105,Cash día
2011-01-11,65,Play noche
2011-01-11,982,Tolima
2011-01-11,2,Cruz roja
2011-01-11,777,Chontico día
2011-01-11,84,Paisita 2
2011-01-12,23,Cash noche
2011-01-12,230,Play noche
2011-01-12,444,Chontico noche
2011-01-12,701,Dorado día
2011-01-12,299,Huila
2011-01-13,710,Astro sol
2011-01-14,701,Astro luna
2011-01-14,29,Pijao
2011-01-14,808,Dorado tarde
2011-01-15,813,Play noche
2011-01-15,77,Dorado día
2011-01-15,377,Pijao
2011-01-15,625,Paisita 1
2011-01-16,622,Dorado noche
2011-01-16,409,Paisita 1
2011-01-17,449,Chontico día
2011-01-18,809,Cash día
2011-01-18,688,Cash noche
2011-01-18,170,Play noche
2011-01-18,744,Astro luna
2011-01-18,862,Cundinamarca
2011-01-18,714,Paisita 2
2011-01-19,910,Huila
2011-01-20,853,Bogotá
2011-01-21,625,Dorado tarde
2011-01-22,926,Astro sol
2011-01-22,44,Dorado noche
2011-01-22,959,Boyacá
2011-01-22,98,Cafetero tarde
2011-01-23,368,Cafetero noche
2011-01-24,827,Cash día
2011-01-24,517,Cash noche
2011-01-24,94,Astro luna
2011-01-25,818,Cruz roja
2011-01-25,910,Cundinamarca
2011-01-25,311,Dorado tarde
2011-01-26,123,Cash día
2011-01-26,714,Chontico día
2011-01-26,578,Dorado tarde
2011-01-27,8,Pijao
2011-01-27,84,Bogotá
2011-01-27,160,Paisita 2
2011-01-28,113,Astro luna
2011-01-28,562,Quindio
2011-01-28,582,Paisita 1
2011-01-29,499,Cash noche
2011-01-29,988,Dorado día
2011-01-29,557,Santander
2011-01-29,308,Chontico día
2011-01-30,666,Paisita 1
2011-01-31,866,Play noche
2011-01-31,289,Astro sol
2011-01-31,710,Cafetero tarde
2011-02-01,886,Astro sol
2011-02-01,233,Astro luna
2011-02-01,289,Chontico noche
2011-02-01,404,Pijao
2011-02-01,354,Cundinamarca
2011-02-01,368,Cafetero tarde
2011-02-02,4,Cash día
2011-02-02,655,Cafetero noche
2011-02-03,331,Cash noche
2011-02-03,517,Dorado día
2011-02-03,539,Cafetero tarde
2011-02-04,853,Astro luna
2011-02-05,808,Cash noche
2011-02-05,562,Dorado tarde
2011-02-06,517,Dorado noche
2011-02-07,327,Cash noche
2011-02-07,44,Chontico noche
2011-02-07,888,Pijao
2011-02-07,347,Tolima
2011-02-08,572,Astro luna
2011-02-08,351,Paisita 1
2011-02-09,449,Cash noche
2011-02-09,273,Cafetero noche
2011-02-09,123,Pijao
2011-02-09,710,Chontico día
2011-02-09,61,Paisita 1
2011-02-09,955,Cafetero tarde
2011-02-09,678,Paisita 2
2011-02-10,955,Cash día
2011-02-10,884,Play noche
2011-02-10,27,Manizales
2011-02-11,625,Cash noche
2011-02-11,978,Play noche
2011-02-11,610,Dorado día
2011-02-11,0,Paisita 2
2011-02-12,347,Play noche
2011-02-12,955,Cafetero noche
2011-02-12,610,Pijao
2011-02-12,509,Cafetero tarde
2011-02-13,954,Cafetero noche
2011-02-13,808,Paisita 1
2011-02-14,926,Astro luna
2011-02-14,265,Chontico noche
2011-02-14,901,Dorado día
2011-02-14,944,Pijao
2011-02-14,100,Paisita 2
2011-02-14,456,Chontico día
2011-02-15,905,Cash noche
2011-02-15,668,Play día
2011-02-15,160,Chontico noche
2011-02-15,327,Cundinamarca
2011-02-16,668,Cash día
2011-02-16,806,Cash noche
2011-02-16,111,Astro sol
2011-02-16,599,Astro luna
2011-02-16,278,Meta
2011-02-17,27,Cash día
2011-02-17,44,Cash noche
2011-02-17,230,Pijao
2011-02-17,358,Paisita 2
2011-02-18,625,Astro sol
2011-02-18,809,Dorado tarde
2011-02-19,55,Astro luna
2011-02-19,943,Paisita 1
2011-02-19,372,Dorado tarde
2011-02-20,339,Play noche
2011-02-20,533,Astro luna
2011-02-20,582,Cafetero noche
2011-02-20,317,Dorado noche
2011-02-20,353,Paisita 1
2011-02-21,415,Cash noche
2011-02-21,61,Play día
2011-02-21,555,Chontico día
2011-02-21,302,Cafetero tarde
2011-02-22,926,Play día
2011-02-22,65,Astro luna
2011-02-22,170,Chontico noche
2011-02-24,827,Astro luna
2011-02-24,818,Chontico noche
2011-02-24,308,Pijao
2011-02-24,474,Bogotá
2011-02-24,959,Chontico día
2011-02-25,526,Pijao
2011-02-25,959,Cafetero tarde
2011-02-25,546,Paisita 2
2011-02-26,352,Cash día
2011-02-26,905,Play día
2011-02-26,54,Astro luna
2011-02-26,273,Boyacá
2011-02-27,337,Cash noche
2011-02-27,844,Play día
2011-02-27,788,Pijao
2011-02-27,582,Paisita 1
2011-02-28,321,Paisita 2
2011-02-28,806,Dorado tarde
2011-03-01,499,Cash día
2011-03-02,449,Astro luna
2011-03-02,472,Dorado tarde
2011-03-03,133,Cash noche
2011-03-03,54,Chontico noche
2011-03-03,888,Dorado tarde
2011-03-04,866,Chontico noche
2011-03-04,813,Medellín
2011-03-05,2,Paisita 1
2011-03-05,955,Dorado tarde
2011-03-06,299,Play noche
2011-03-06,56,Astro luna
2011-03-06,23,Dorado noche
2011-03-07,54,Chontico día
2011-03-07,741,Paisita 1
2011-03-07,88,Dorado tarde
2011-03-08,498,Cash día
2011-03-08,213,Cafetero noche
2011-03-09,978,Cash día
2011-03-09,84,Dorado día
2011-03-09,105,Paisita 1
2011-03-09,926,Paisita 2
2011-03-10,339,Play noche
2011-03-10,83,Chontico noche
2011-03-10,269,Bogotá
2011-03-11,352,Play día
2011-03-11,882,Play noche
